ID,MAE,RMSE,PI95,PI90,PI85,PI80,PI75,PI70,PI65,PI60,PI55,PI50
Temperature_sensor,,,,,,,,,,,,
011A_damper_position_sensor,0.011497288901237933,0.051938196980532036,0.9771825396825397,0.9771825396825397,0.9771825396825397,0.9771825396825397,0.9771825396825397,0.9771825396825397,0.9766865079365079,0.9761904761904762,0.9751984126984127,0.972718253968254
012A_damper_position_sensor,0.000798065569240817,0.006131384143275139,0.9995039682539683,0.9995039682539683,0.9995039682539683,0.9995039682539683,0.9995039682539683,0.9995039682539683,0.9995039682539683,0.9995039682539683,0.9995039682539683,0.9995039682539683
013A_damper_position_sensor,0.0203554986644852,0.07485376576755376,0.9464285714285714,0.9464285714285714,0.9464285714285714,0.9464285714285714,0.9464285714285714,0.9464285714285714,0.9464285714285714,0.9454365079365079,0.9419642857142857,0.9384920634920635
015A_damper_position_sensor,0.0016355502463727748,0.021952680844181765,0.9995039682539683,0.9995039682539683,0.9995039682539683,0.9995039682539683,0.9995039682539683,0.9995039682539683,0.9995039682539683,0.9995039682539683,0.9995039682539683,0.9995039682539683
020A_damper_position_sensor,0.08925989762682225,0.16194048533112057,0.9543650793650794,0.7966269841269841,0.7465277777777778,0.7420634920634921,0.7420634920634921,0.7420634920634921,0.7420634920634921,0.7420634920634921,0.7420634920634921,0.7420634920634921
020B_damper_position_sensor,0.10081065887458467,0.1727268182000208,0.6716269841269841,0.6716269841269841,0.6716269841269841,0.6716269841269841,0.6716269841269841,0.6716269841269841,0.6716269841269841,0.6716269841269841,0.6716269841269841,0.6711309523809523
029A_damper_position_sensor,0.08196645263584576,0.1534381107229443,0.7405753968253969,0.7400793650793651,0.7400793650793651,0.7400793650793651,0.7400793650793651,0.7400793650793651,0.7400793650793651,0.7395833333333334,0.7395833333333334,0.7395833333333334
031A_damper_position_sensor,0.08473060724259814,0.14534165450758074,0.8918650793650794,0.7986111111111112,0.7862103174603174,0.7807539682539683,0.7708333333333334,0.7599206349206349,0.7490079365079365,0.7356150793650794,0.7172619047619048,0.7113095238095238
033A_damper_position_sensor,0.009286895632571393,0.039295470225580914,0.9851190476190477,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9841269841269841
035A_damper_position_sensor,0.0719481508344113,0.1601659647319623,0.7961309523809523,0.7961309523809523,0.7961309523809523,0.7961309523809523,0.7961309523809523,0.7961309523809523,0.7956349206349206,0.7956349206349206,0.7956349206349206,0.7951388888888888
