Aflaesningsdato,Energi [kWh],Flow [m3],Afkoeling,Timer [t],Effekt [kWh],Max flow [m3/t],Returloeb,Temp. forskel [K],Temperatur,Kommentar,Status,Info,Modtaget,Aendret
12/30/2021 11:59:00 PM,6944,368.11,,57329,0,0,24.43,10.04,34.47,,Godkendt,,44561.07227,
12/30/2021 11:58:00 PM,6944,368.11,,57329,0,0,24.43,10.04,34.47,,Godkendt,,44561.07227,
12/30/2021 11:57:00 PM,6944,368.11,,57329,0,0,24.43,10.04,34.47,,Godkendt,,44561.07227,
12/30/2021 11:56:00 PM,6944,368.11,,57329,0,0,24.45,10.01,34.46,,Godkendt,,44561.07227,
12/30/2021 11:55:00 PM,6944,368.11,,57329,0,0,24.46,9.99,34.45,,Godkendt,,44561.07227,
12/30/2021 11:54:00 PM,6944,368.11,,57329,0,0,24.49,9.92,34.41,,Godkendt,,44561.07227,
12/30/2021 11:53:00 PM,6944,368.11,,57329,0,0,24.54,9.85,34.39,,Godkendt,,44561.07227,
12/30/2021 11:52:00 PM,6944,368.11,,57329,0,0,24.56,9.8,34.36,,Godkendt,,44561.07227,
12/30/2021 11:51:00 PM,6944,368.11,,57329,0,0,24.6,9.76,34.36,,Godkendt,,44561.07227,
12/30/2021 11:50:00 PM,6944,368.11,,57328,0,0,24.57,9.78,34.35,,Godkendt,,44561.07227,
12/30/2021 11:49:00 PM,6944,368.11,,57328,0,0,24.56,9.79,34.35,,Godkendt,,44561.07227,
12/30/2021 11:48:00 PM,6944,368.11,,57328,0,0,24.59,9.75,34.34,,Godkendt,,44561.07227,
12/30/2021 11:47:00 PM,6944,368.11,,57328,0,0,24.61,9.77,34.38,,Godkendt,,44561.07227,
12/30/2021 11:46:00 PM,6944,368.11,,57328,0,0,24.64,9.78,34.42,,Godkendt,,44561.07227,
12/30/2021 11:45:00 PM,6944,368.11,,57328,0,0,24.65,9.79,34.44,,Godkendt,,44561.07227,
12/30/2021 11:44:00 PM,6944,368.11,,57328,0,0,24.66,9.82,34.48,,Godkendt,,44561.07227,
12/30/2021 11:43:00 PM,6944,368.11,,57328,0,0,24.67,9.83,34.5,,Godkendt,,44561.07227,
12/30/2021 11:42:00 PM,6944,368.11,,57328,0,0,24.69,9.81,34.5,,Godkendt,,44561.07227,
12/30/2021 11:41:00 PM,6944,368.11,,57328,0,0,24.71,9.76,34.47,,Godkendt,,44561.07227,
12/30/2021 11:40:00 PM,6944,368.11,,57328,0,0,24.71,9.75,34.46,,Godkendt,,44561.07227,
12/30/2021 11:39:00 PM,6944,368.11,,57328,0,0,24.73,9.68,34.41,,Godkendt,,44561.07227,
12/30/2021 11:38:00 PM,6944,368.11,,57328,0,0,24.74,9.62,34.36,,Godkendt,,44561.07227,
12/30/2021 11:37:00 PM,6944,368.11,,57328,0,0,24.76,9.56,34.32,,Godkendt,,44561.07227,
12/30/2021 11:35:00 PM,6944,368.11,,57328,0,0,24.79,9.49,34.28,,Godkendt,,44561.07227,
12/30/2021 11:34:00 PM,6944,368.11,,57328,0,0,24.81,9.48,34.29,,Godkendt,,44561.07227,
12/30/2021 11:33:00 PM,6944,368.11,,57328,0,0,24.82,9.5,34.32,,Godkendt,,44561.07227,
12/30/2021 11:32:00 PM,6944,368.11,,57328,0,0,24.82,9.52,34.34,,Godkendt,,44561.07227,
12/30/2021 11:31:00 PM,6944,368.11,,57328,0,0,24.85,9.53,34.38,,Godkendt,,44561.07227,
12/30/2021 11:30:00 PM,6944,368.11,,57328,0,0,24.85,9.56,34.41,,Godkendt,,44561.07227,
12/30/2021 11:29:00 PM,6944,368.11,,57328,0,0,24.87,9.57,34.44,,Godkendt,,44561.07227,
12/30/2021 11:28:00 PM,6944,368.11,,57328,0,0,24.88,9.59,34.47,,Godkendt,,44561.07227,
12/30/2021 11:27:00 PM,6944,368.11,,57328,0,0,24.89,9.58,34.47,,Godkendt,,44561.07227,
12/30/2021 11:26:00 PM,6944,368.11,,57328,0,0,24.91,9.56,34.47,,Godkendt,,44561.07227,
12/30/2021 11:25:00 PM,6944,368.11,,57328,0,0,24.93,9.54,34.47,,Godkendt,,44561.07227,
12/30/2021 11:24:00 PM,6944,368.11,,57328,0,0,24.94,9.51,34.45,,Godkendt,,44561.07227,
12/30/2021 11:23:00 PM,6944,368.11,,57328,0,0,24.94,9.49,34.43,,Godkendt,,44561.07227,
12/30/2021 11:22:00 PM,6944,368.11,,57328,0,0,24.95,9.46,34.41,,Godkendt,,44561.07227,
12/30/2021 11:21:00 PM,6944,368.11,,57328,0,0,24.97,9.45,34.42,,Godkendt,,44560.96665,
12/30/2021 11:20:00 PM,6944,368.11,,57328,0,0,24.96,9.46,34.42,,Godkendt,,44560.96665,
12/30/2021 11:19:00 PM,6944,368.11,,57328,0,0,24.98,9.5,34.48,,Godkendt,,44560.96665,
12/30/2021 11:18:00 PM,6944,368.11,,57328,0,0,24.99,9.55,34.54,,Godkendt,,44560.96665,
12/30/2021 11:17:00 PM,6944,368.11,,57328,0,0,25,9.58,34.58,,Godkendt,,44560.96665,
12/30/2021 11:16:00 PM,6944,368.11,,57328,0,0,24.99,9.62,34.61,,Godkendt,,44560.96665,
12/30/2021 11:15:00 PM,6944,368.11,,57328,0,0,25.01,9.65,34.66,,Godkendt,,44560.96665,
12/30/2021 11:14:00 PM,6944,368.11,,57328,0,0,25,9.68,34.68,,Godkendt,,44560.96665,
12/30/2021 11:13:00 PM,6944,368.11,,57328,0,0,25,9.69,34.69,,Godkendt,,44560.96665,
12/30/2021 11:12:00 PM,6944,368.11,,57328,0,0,25,9.67,34.67,,Godkendt,,44560.96665,
12/30/2021 11:11:00 PM,6944,368.11,,57328,0,0,25,9.65,34.65,,Godkendt,,44560.96665,
12/30/2021 11:10:00 PM,6944,368.11,,57328,0,0,25,9.62,34.62,,Godkendt,,44560.96665,
12/30/2021 11:09:00 PM,6944,368.11,,57328,0,0,25.01,9.58,34.59,,Godkendt,,44560.96665,
12/30/2021 11:08:00 PM,6944,368.11,,57328,0,0,25.01,9.53,34.54,,Godkendt,,44560.96665,
12/30/2021 11:07:00 PM,6944,368.11,,57328,0,0,25.01,9.48,34.49,,Godkendt,,44560.96665,
12/30/2021 11:06:00 PM,6944,368.11,,57328,0,0,25,9.47,34.47,,Godkendt,,44560.96665,
12/30/2021 11:05:00 PM,6944,368.11,,57328,0,0,25,9.49,34.49,,Godkendt,,44560.96665,
12/30/2021 11:04:00 PM,6944,368.11,,57328,0,0,24.99,9.51,34.5,,Godkendt,,44560.96665,
12/30/2021 11:03:00 PM,6944,368.11,,57328,0,0,24.98,9.54,34.52,,Godkendt,,44560.96665,
12/30/2021 11:02:00 PM,6944,368.11,,57328,0,0,24.97,9.59,34.56,,Godkendt,,44560.96665,
12/30/2021 11:01:00 PM,6944,368.11,,57328,0,0,25,9.59,34.59,,Godkendt,,44560.96665,
12/30/2021 11:00:00 PM,6944,368.11,,57328,0,0,24.98,9.64,34.62,,Godkendt,,44560.96665,
12/30/2021 10:59:00 PM,6944,368.11,,57328,0,0,24.96,9.69,34.65,,Godkendt,,44560.96665,
12/30/2021 10:58:00 PM,6944,368.11,,57328,0,0,24.97,9.68,34.65,,Godkendt,,44560.96665,
12/30/2021 10:57:00 PM,6944,368.11,,57328,0,0,24.93,9.72,34.65,,Godkendt,,44560.96665,
12/30/2021 10:56:00 PM,6944,368.11,,57328,0,0,24.93,9.73,34.66,,Godkendt,,44560.96665,
12/30/2021 10:55:00 PM,6944,368.11,,57328,0,0,24.92,9.75,34.67,,Godkendt,,44560.96665,
12/30/2021 10:54:00 PM,6944,368.11,,57328,0,0,24.91,9.74,34.65,,Godkendt,,44560.96665,
12/30/2021 10:53:00 PM,6944,368.11,,57328,0,0,24.9,9.69,34.59,,Godkendt,,44560.96665,
12/30/2021 10:52:00 PM,6944,368.11,,57328,0,0,24.89,9.69,34.58,,Godkendt,,44560.96665,
12/30/2021 10:51:00 PM,6944,368.11,,57328,0,0,24.88,9.64,34.52,,Godkendt,,44560.96665,
12/30/2021 10:50:00 PM,6944,368.11,,57327,0,0,24.86,9.61,34.47,,Godkendt,,44560.96665,
12/30/2021 10:49:00 PM,6944,368.11,,57327,0,0,24.82,9.65,34.47,,Godkendt,,44560.96665,
12/30/2021 10:48:00 PM,6944,368.11,,57327,0,0,24.8,9.69,34.49,,Godkendt,,44560.96665,
12/30/2021 10:47:00 PM,6944,368.11,,57327,0,0,24.78,9.73,34.51,,Godkendt,,44560.96665,
12/30/2021 10:46:00 PM,6944,368.11,,57327,0,0,24.76,9.78,34.54,,Godkendt,,44560.96665,
12/30/2021 10:45:00 PM,6944,368.11,,57327,0,0,24.74,9.84,34.58,,Godkendt,,44560.96665,
12/30/2021 10:44:00 PM,6944,368.11,,57327,0,0,24.72,9.88,34.6,,Godkendt,,44560.96665,
12/30/2021 10:43:00 PM,6944,368.11,,57327,0,0,24.71,9.92,34.63,,Godkendt,,44560.96665,
12/30/2021 10:42:00 PM,6944,368.11,,57327,0,0,24.69,9.98,34.67,,Godkendt,,44560.96665,
12/30/2021 10:41:00 PM,6944,368.11,,57327,0,0,24.71,10,34.71,,Godkendt,,44560.96665,
12/30/2021 10:40:00 PM,6944,368.11,,57327,0,0,24.69,10.02,34.71,,Godkendt,,44560.96665,
12/30/2021 10:39:00 PM,6944,368.11,,57327,0,0,24.71,10.03,34.74,,Godkendt,,44560.96665,
12/30/2021 10:38:00 PM,6944,368.11,,57327,0,0,24.67,10.06,34.73,,Godkendt,,44560.96665,
12/30/2021 10:37:00 PM,6944,368.11,,57327,0,0,24.64,10.1,34.74,,Godkendt,,44560.96665,
12/30/2021 10:35:00 PM,6944,368.11,,57327,0,0,24.61,10.11,34.72,,Godkendt,,44560.96665,
12/30/2021 10:34:00 PM,6944,368.11,,57327,0,0,24.63,10.07,34.7,,Godkendt,,44560.96665,
12/30/2021 10:33:00 PM,6944,368.11,,57327,0,0,24.61,10.07,34.68,,Godkendt,,44560.96665,
12/30/2021 10:32:00 PM,6944,368.11,,57327,0,0,24.61,10.07,34.68,,Godkendt,,44560.96665,
12/30/2021 10:31:00 PM,6944,368.11,,57327,0,0,24.57,10.12,34.69,,Godkendt,,44560.96665,
12/30/2021 10:30:00 PM,6944,368.11,,57327,0,0,24.58,10.12,34.7,,Godkendt,,44560.96665,
12/30/2021 10:29:00 PM,6944,368.11,,57327,0,0,24.55,10.21,34.76,,Godkendt,,44560.96665,
12/30/2021 10:28:00 PM,6944,368.11,,57327,0,0,24.52,10.28,34.8,,Godkendt,,44560.96665,
12/30/2021 10:27:00 PM,6944,368.11,,57327,0,0,24.49,10.34,34.83,,Godkendt,,44560.96665,
12/30/2021 10:26:00 PM,6944,368.11,,57327,0,0,24.51,10.35,34.86,,Godkendt,,44560.96665,
12/30/2021 10:25:00 PM,6944,368.11,,57327,0,0,24.51,10.38,34.89,,Godkendt,,44560.96665,
12/30/2021 10:24:00 PM,6944,368.11,,57327,0,0,24.5,10.39,34.89,,Godkendt,,44560.96665,
12/30/2021 10:23:00 PM,6944,368.11,,57327,0,0,24.48,10.41,34.89,,Godkendt,,44560.96665,
12/30/2021 10:22:00 PM,6944,368.11,,57327,0,0,24.46,10.42,34.88,,Godkendt,,44560.96665,
12/30/2021 10:21:00 PM,6944,368.11,,57327,0,0,24.46,10.41,34.87,,Godkendt,,44560.96665,
12/30/2021 10:20:00 PM,6944,368.11,,57327,0,0,24.45,10.4,34.85,,Godkendt,,44560.96665,
12/30/2021 10:19:00 PM,6944,368.11,,57327,0,0,24.43,10.37,34.8,,Godkendt,,44560.96665,
12/30/2021 10:18:00 PM,6944,368.11,,57327,0,0,24.41,10.37,34.78,,Godkendt,,44560.96665,
12/30/2021 10:17:00 PM,6944,368.11,,57327,0,0,24.4,10.37,34.77,,Godkendt,,44560.96665,
12/30/2021 10:16:00 PM,6944,368.11,,57327,0,0,24.38,10.38,34.76,,Godkendt,,44560.96665,
12/30/2021 10:15:00 PM,6944,368.11,,57327,0,0,24.38,10.38,34.76,,Godkendt,,44560.96665,
12/30/2021 10:14:00 PM,6944,368.11,,57327,0,0,24.36,10.42,34.78,,Godkendt,,44560.96665,
12/30/2021 10:13:00 PM,6944,368.11,,57327,0,0,24.34,10.46,34.8,,Godkendt,,44560.96665,
12/30/2021 10:12:00 PM,6944,368.11,,57327,0,0,24.34,10.46,34.8,,Godkendt,,44560.96665,
12/30/2021 10:11:00 PM,6944,368.11,,57327,0,0,24.31,10.49,34.8,,Godkendt,,44560.96665,
12/30/2021 10:10:00 PM,6944,368.11,,57327,0,0,24.31,10.47,34.78,,Godkendt,,44560.96665,
12/30/2021 10:09:00 PM,6944,368.11,,57327,0,0,24.27,10.5,34.77,,Godkendt,,44560.96665,
12/30/2021 10:08:00 PM,6944,368.11,,57327,0,0,24.26,10.47,34.73,,Godkendt,,44560.96665,
12/30/2021 10:07:00 PM,6944,368.11,,57327,0,0,24.25,10.47,34.72,,Godkendt,,44560.96665,
12/30/2021 10:06:00 PM,6944,368.11,,57327,0,0,24.21,10.48,34.69,,Godkendt,,44560.96665,
12/30/2021 10:05:00 PM,6944,368.11,,57327,0,0,24.22,10.49,34.71,,Godkendt,,44560.96665,
12/30/2021 10:04:00 PM,6944,368.11,,57327,0,0,24.19,10.5,34.69,,Godkendt,,44560.96665,
12/30/2021 10:03:00 PM,6944,368.11,,57327,0,0,24.18,10.52,34.7,,Godkendt,,44560.96665,
12/30/2021 10:02:00 PM,6944,368.11,,57327,0,0,24.16,10.53,34.69,,Godkendt,,44560.96665,
12/30/2021 10:01:00 PM,6944,368.11,,57327,0,0,24.18,10.51,34.69,,Godkendt,,44560.96665,
12/30/2021 10:00:00 PM,6944,368.11,,57327,0,0,24.18,10.51,34.69,,Godkendt,,44560.96665,
12/30/2021 9:59:00 PM,6944,368.11,,57327,0,0,24.18,10.51,34.69,,Godkendt,,44560.96665,
12/30/2021 9:58:00 PM,6944,368.11,,57327,0,0,24.17,10.56,34.73,,Godkendt,,44560.96665,
12/30/2021 9:57:00 PM,6944,368.11,,57327,0,0,24.16,10.57,34.73,,Godkendt,,44560.96665,
12/30/2021 9:55:00 PM,6944,368.11,,57327,0,0,24.16,10.63,34.79,,Godkendt,,44560.90718,
12/30/2021 9:53:00 PM,6944,368.11,,57327,0,0,24.19,10.61,34.8,,Godkendt,,44560.90718,
12/30/2021 9:52:00 PM,6944,368.11,,57327,0,0,24.2,10.57,34.77,,Godkendt,,44560.90718,
12/30/2021 9:50:00 PM,6944,368.11,,57326,0,0,24.21,10.55,34.76,,Godkendt,,44560.90718,
12/30/2021 9:48:00 PM,6944,368.11,,57326,0,0,24.21,10.48,34.69,,Godkendt,,44560.90718,
12/30/2021 9:47:00 PM,6944,368.11,,57326,0,0,24.23,10.46,34.69,,Godkendt,,44560.90718,
12/30/2021 9:45:00 PM,6944,368.11,,57326,0,0,24.24,10.48,34.72,,Godkendt,,44560.90718,
12/30/2021 9:44:00 PM,6944,368.11,,57326,0,0,24.23,10.5,34.73,,Godkendt,,44560.90718,
12/30/2021 9:43:00 PM,6944,368.11,,57326,0,0,24.24,10.49,34.73,,Godkendt,,44560.90718,
12/30/2021 9:42:00 PM,6944,368.11,,57326,0,0,24.24,10.5,34.74,,Godkendt,,44560.90718,
12/30/2021 9:40:00 PM,6944,368.11,,57326,0,0,24.24,10.49,34.73,,Godkendt,,44560.90718,
12/30/2021 9:39:00 PM,6944,368.11,,57326,0,0,24.27,10.46,34.73,,Godkendt,,44560.90718,
12/30/2021 9:38:00 PM,6944,368.11,,57326,0,0,24.27,10.46,34.73,,Godkendt,,44560.90718,
12/30/2021 9:37:00 PM,6944,368.11,,57326,0,0,24.27,10.45,34.72,,Godkendt,,44560.90718,
12/30/2021 9:35:00 PM,6944,368.11,,57326,0,0,24.25,10.43,34.68,,Godkendt,,44560.90718,
12/30/2021 9:34:00 PM,6944,368.11,,57326,0,0,24.28,10.36,34.64,,Godkendt,,44560.90718,
12/30/2021 9:33:00 PM,6944,368.11,,57326,0,0,24.27,10.35,34.62,,Godkendt,,44560.90718,
12/30/2021 9:32:00 PM,6944,368.11,,57326,0,0,24.27,10.33,34.6,,Godkendt,,44560.90718,
12/30/2021 9:31:00 PM,6944,368.11,,57326,0,0,24.27,10.31,34.58,,Godkendt,,44560.90718,
12/30/2021 9:30:00 PM,6944,368.11,,57326,0,0,24.28,10.3,34.58,,Godkendt,,44560.90718,
12/30/2021 9:29:00 PM,6944,368.11,,57326,0,0,24.29,10.29,34.58,,Godkendt,,44560.90718,
12/30/2021 9:28:00 PM,6944,368.11,,57326,0,0,24.3,10.29,34.59,,Godkendt,,44560.90718,
12/30/2021 9:27:00 PM,6944,368.11,,57326,0,0,24.31,10.3,34.61,,Godkendt,,44560.90718,
12/30/2021 9:26:00 PM,6944,368.11,,57326,0,0,24.3,10.31,34.61,,Godkendt,,44560.90718,
12/30/2021 9:25:00 PM,6944,368.11,,57326,0,0,24.31,10.31,34.62,,Godkendt,,44560.90718,
12/30/2021 9:24:00 PM,6944,368.11,,57326,0,0,24.31,10.31,34.62,,Godkendt,,44560.90718,
12/30/2021 9:23:00 PM,6944,368.11,,57326,0,0,24.32,10.33,34.65,,Godkendt,,44560.90718,
12/30/2021 9:22:00 PM,6944,368.11,,57326,0,0,24.33,10.34,34.67,,Godkendt,,44560.90718,
12/30/2021 9:21:00 PM,6944,368.11,,57326,0,0,24.34,10.34,34.68,,Godkendt,,44560.90718,
12/30/2021 9:20:00 PM,6944,368.11,,57326,0,0,24.34,10.35,34.69,,Godkendt,,44560.90718,
12/30/2021 9:19:00 PM,6944,368.11,,57326,0,0,24.34,10.36,34.7,,Godkendt,,44560.90718,
12/30/2021 9:18:00 PM,6944,368.11,,57326,0,0,24.34,10.37,34.71,,Godkendt,,44560.90718,
12/30/2021 9:17:00 PM,6944,368.11,,57326,0,0,24.32,10.39,34.71,,Godkendt,,44560.90718,
12/30/2021 9:15:00 PM,6944,368.11,,57326,0,0,24.36,10.33,34.69,,Godkendt,,44560.90718,
12/30/2021 9:13:00 PM,6944,368.11,,57326,0,0,24.38,10.28,34.66,,Godkendt,,44560.90718,
12/30/2021 9:11:00 PM,6944,368.11,,57326,0,0,24.36,10.28,34.64,,Godkendt,,44560.90718,
12/30/2021 9:09:00 PM,6944,368.11,,57326,0,0,24.38,10.25,34.63,,Godkendt,,44560.90718,
12/30/2021 9:08:00 PM,6944,368.11,,57326,0,0,24.38,10.27,34.65,,Godkendt,,44560.90718,
12/30/2021 9:07:00 PM,6944,368.11,,57326,0,0,24.39,10.26,34.65,,Godkendt,,44560.90718,
12/30/2021 9:06:00 PM,6944,368.11,,57326,0,0,24.39,10.26,34.65,,Godkendt,,44560.90718,
12/30/2021 9:05:00 PM,6944,368.11,,57326,0,0,24.4,10.25,34.65,,Godkendt,,44560.90718,
12/30/2021 9:04:00 PM,6944,368.11,,57326,0,0,24.41,10.25,34.66,,Godkendt,,44560.90718,
12/30/2021 9:03:00 PM,6944,368.11,,57326,0,0,24.41,10.24,34.65,,Godkendt,,44560.90718,
12/30/2021 9:02:00 PM,6944,368.11,,57326,0,0,24.41,10.24,34.65,,Godkendt,,44560.90718,
12/30/2021 9:00:00 PM,6944,368.11,,57326,0,0,24.41,10.23,34.64,,Godkendt,,44560.90718,
12/30/2021 8:59:00 PM,6944,368.11,,57326,0,0,24.43,10.2,34.63,,Godkendt,,44560.90718,
12/30/2021 8:58:00 PM,6944,368.11,,57326,0,0,24.44,10.2,34.64,,Godkendt,,44560.90718,
12/30/2021 8:57:00 PM,6944,368.11,,57326,0,0,24.43,10.2,34.63,,Godkendt,,44560.90718,
12/30/2021 8:56:00 PM,6944,368.11,,57326,0,0,24.45,10.2,34.65,,Godkendt,,44560.90718,
12/30/2021 8:55:00 PM,6944,368.11,,57326,0,0,24.43,10.22,34.65,,Godkendt,,44560.90718,
12/30/2021 8:54:00 PM,6944,368.11,,57326,0,0,24.45,10.21,34.66,,Godkendt,,44560.90718,
12/30/2021 8:53:00 PM,6944,368.11,,57326,0,0,24.46,10.2,34.66,,Godkendt,,44560.90718,
12/30/2021 8:52:00 PM,6944,368.11,,57326,0,0,24.46,10.22,34.68,,Godkendt,,44560.90718,
12/30/2021 8:51:00 PM,6944,368.11,,57326,0,0,24.47,10.22,34.69,,Godkendt,,44560.90718,
12/30/2021 8:50:00 PM,6944,368.11,,57325,0,0,24.47,10.23,34.7,,Godkendt,,44560.90718,
12/30/2021 8:49:00 PM,6944,368.11,,57325,0,0,24.48,10.23,34.71,,Godkendt,,44560.90718,
12/30/2021 8:48:00 PM,6944,368.11,,57325,0,0,24.48,10.24,34.72,,Godkendt,,44560.90718,
12/30/2021 8:47:00 PM,6944,368.11,,57325,0,0,24.49,10.23,34.72,,Godkendt,,44560.90718,
12/30/2021 8:46:00 PM,6944,368.11,,57325,0,0,24.5,10.22,34.72,,Godkendt,,44560.90718,
12/30/2021 8:45:00 PM,6944,368.11,,57325,0,0,24.49,10.21,34.7,,Godkendt,,44560.90718,
12/30/2021 8:44:00 PM,6944,368.11,,57325,0,0,24.52,10.17,34.69,,Godkendt,,44560.90718,
12/30/2021 8:43:00 PM,6944,368.11,,57325,0,0,24.51,10.19,34.7,,Godkendt,,44560.90718,
12/30/2021 8:42:00 PM,6944,368.11,,57325,0,0,24.52,10.17,34.69,,Godkendt,,44560.90718,
12/30/2021 8:41:00 PM,6944,368.11,,57325,0,0,24.52,10.15,34.67,,Godkendt,,44560.90718,
12/30/2021 8:40:00 PM,6944,368.11,,57325,0,0,24.54,10.11,34.65,,Godkendt,,44560.90718,
12/30/2021 8:39:00 PM,6944,368.11,,57325,0,0,24.55,10.09,34.64,,Godkendt,,44560.90718,
12/30/2021 8:38:00 PM,6944,368.11,,57325,0,0,24.56,10.07,34.63,,Godkendt,,44560.90718,
12/30/2021 8:37:00 PM,6944,368.11,,57325,0,0,24.56,10.06,34.62,,Godkendt,,44560.90718,
12/30/2021 8:35:00 PM,6944,368.11,,57325,0,0,24.58,10.02,34.6,,Godkendt,,44560.90718,
12/30/2021 8:34:00 PM,6944,368.11,,57325,0,0,24.58,10.02,34.6,,Godkendt,,44560.90718,
12/30/2021 8:33:00 PM,6944,368.11,,57325,0,0,24.6,10.02,34.62,,Godkendt,,44560.90718,
12/30/2021 8:32:00 PM,6944,368.11,,57325,0,0,24.6,10.03,34.63,,Godkendt,,44560.90718,
12/30/2021 8:31:00 PM,6944,368.11,,57325,0,0,24.61,10.04,34.65,,Godkendt,,44560.90718,
12/30/2021 8:30:00 PM,6944,368.11,,57325,0,0,24.61,10.06,34.67,,Godkendt,,44560.90718,
12/30/2021 8:29:00 PM,6944,368.11,,57325,0,0,24.65,10.06,34.71,,Godkendt,,44560.90718,
12/30/2021 8:28:00 PM,6944,368.11,,57325,0,0,24.63,10.1,34.73,,Godkendt,,44560.90718,
12/30/2021 8:27:00 PM,6944,368.11,,57325,0,0,24.63,10.11,34.74,,Godkendt,,44560.90718,
12/30/2021 8:26:00 PM,6944,368.11,,57325,0,0,24.64,10.13,34.77,,Godkendt,,44560.90718,
12/30/2021 8:25:00 PM,6944,368.11,,57325,0,0,24.66,10.11,34.77,,Godkendt,,44560.90718,
12/30/2021 8:24:00 PM,6944,368.11,,57325,0,0,24.67,10.12,34.79,,Godkendt,,44560.90718,
12/30/2021 8:23:00 PM,6944,368.11,,57325,0,0,24.67,10.13,34.8,,Godkendt,,44560.90718,
12/30/2021 8:22:00 PM,6944,368.11,,57325,0,0,24.7,10.11,34.81,,Godkendt,,44560.90718,
12/30/2021 8:21:00 PM,6944,368.11,,57325,0,0,24.69,10.12,34.81,,Godkendt,,44560.90718,
12/30/2021 8:20:00 PM,6944,368.11,,57325,0,0,24.71,10.1,34.81,,Godkendt,,44560.90718,
12/30/2021 8:19:00 PM,6944,368.11,,57325,0,0,24.71,10.11,34.82,,Godkendt,,44560.90718,
12/30/2021 8:18:00 PM,6944,368.11,,57325,0,0,24.71,10.11,34.82,,Godkendt,,44560.90718,
12/30/2021 8:17:00 PM,6944,368.11,,57325,0,0,24.72,10.13,34.85,,Godkendt,,44560.90718,
12/30/2021 8:16:00 PM,6944,368.11,,57325,0,0,24.73,10.13,34.86,,Godkendt,,44560.90718,
12/30/2021 8:15:00 PM,6944,368.11,,57325,0,0,24.74,10.14,34.88,,Godkendt,,44560.90718,
12/30/2021 8:14:00 PM,6944,368.11,,57325,0,0,24.74,10.16,34.9,,Godkendt,,44560.90718,
12/30/2021 8:13:00 PM,6944,368.11,,57325,0,0,24.75,10.14,34.89,,Godkendt,,44560.90718,
12/30/2021 8:12:00 PM,6944,368.11,,57325,0,0,24.76,10.15,34.91,,Godkendt,,44560.90718,
12/30/2021 8:11:00 PM,6944,368.11,,57325,0,0,24.77,10.14,34.91,,Godkendt,,44560.90718,
12/30/2021 8:10:00 PM,6944,368.11,,57325,0,0,24.78,10.14,34.92,,Godkendt,,44560.90718,
12/30/2021 8:09:00 PM,6944,368.11,,57325,0,0,24.78,10.15,34.93,,Godkendt,,44560.90718,
12/30/2021 8:08:00 PM,6944,368.11,,57325,0,0,24.78,10.14,34.92,,Godkendt,,44560.82868,
12/30/2021 8:06:00 PM,6944,368.11,,57325,0,0,24.8,10.12,34.92,,Godkendt,,44560.82868,
12/30/2021 8:04:00 PM,6944,368.11,,57325,0,0,24.82,10.08,34.9,,Godkendt,,44560.82868,
12/30/2021 8:02:00 PM,6944,368.11,,57325,0,0,24.82,10.08,34.9,,Godkendt,,44560.82868,
12/30/2021 8:01:00 PM,6944,368.11,,57325,0,0,24.82,10.06,34.88,,Godkendt,,44560.82868,
12/30/2021 7:59:00 PM,6944,368.11,,57325,0,0,24.84,10.02,34.86,,Godkendt,,44560.82868,
12/30/2021 7:58:00 PM,6944,368.11,,57325,0,0,24.82,10.02,34.84,,Godkendt,,44560.82868,
12/30/2021 7:57:00 PM,6944,368.11,,57325,0,0,24.83,10.01,34.84,,Godkendt,,44560.82868,
12/30/2021 7:56:00 PM,6944,368.11,,57325,0,0,24.82,10.02,34.84,,Godkendt,,44560.82868,
12/30/2021 7:54:00 PM,6944,368.11,,57325,0,0,24.86,10.01,34.87,,Godkendt,,44560.82868,
12/30/2021 7:53:00 PM,6944,368.11,,57325,0,0,24.85,10.03,34.88,,Godkendt,,44560.82868,
12/30/2021 7:52:00 PM,6944,368.11,,57325,0,0,24.86,10.02,34.88,,Godkendt,,44560.82868,
12/30/2021 7:50:00 PM,6944,368.11,,57324,0,0,24.86,10.06,34.92,,Godkendt,,44560.82868,
12/30/2021 7:49:00 PM,6944,368.11,,57324,0,0,24.85,10.08,34.93,,Godkendt,,44560.82868,
12/30/2021 7:48:00 PM,6944,368.11,,57324,0,0,24.85,10.1,34.95,,Godkendt,,44560.82868,
12/30/2021 7:47:00 PM,6944,368.11,,57324,0,0,24.86,10.09,34.95,,Godkendt,,44560.82868,
12/30/2021 7:46:00 PM,6944,368.11,,57324,0,0,24.87,10.08,34.95,,Godkendt,,44560.82868,
12/30/2021 7:45:00 PM,6944,368.11,,57324,0,0,24.87,10.1,34.97,,Godkendt,,44560.82868,
12/30/2021 7:44:00 PM,6944,368.11,,57324,0,0,24.84,10.15,34.99,,Godkendt,,44560.82868,
12/30/2021 7:43:00 PM,6944,368.11,,57324,0,0,24.84,10.15,34.99,,Godkendt,,44560.82868,
12/30/2021 7:42:00 PM,6944,368.11,,57324,0,0,24.85,10.18,35.03,,Godkendt,,44560.82868,
12/30/2021 7:41:00 PM,6944,368.11,,57324,0,0,24.85,10.19,35.04,,Godkendt,,44560.82868,
12/30/2021 7:40:00 PM,6944,368.11,,57324,0,0,24.85,10.25,35.1,,Godkendt,,44560.82868,
